,SiteName,LocationName,GenericLocation,Session,Date,Day,OrdDay,Covers
442,100 Wardour Street,Club Bar,Bar,Lunch,2020-02-22,Saturday,6_Saturday,11
444,100 Wardour Street,Events,Events & Ex Hires,Dinner,2019-02-03,Sunday,7_Sunday,1
445,100 Wardour Street,Events,Events & Ex Hires,Dinner,2019-03-04,Monday,1_Monday,1
452,100 Wardour Street,Events,Events & Ex Hires,Dinner,2020-02-04,Tuesday,2_Tuesday,21
453,100 Wardour Street,Events,Events & Ex Hires,Dinner,2020-02-17,Monday,1_Monday,1
483,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-01,Friday,5_Friday,74
484,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-02,Saturday,6_Saturday,154
485,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-04,Monday,1_Monday,51
486,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-05,Tuesday,2_Tuesday,68
487,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-06,Wednesday,3_Wednesday,53
488,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-07,Thursday,4_Thursday,57
489,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-08,Friday,5_Friday,111
490,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-09,Saturday,6_Saturday,182
491,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-11,Monday,1_Monday,17
492,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-12,Tuesday,2_Tuesday,36
493,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-13,Wednesday,3_Wednesday,37
494,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-14,Thursday,4_Thursday,98
495,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-15,Friday,5_Friday,88
496,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-16,Saturday,6_Saturday,154
497,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-19,Tuesday,2_Tuesday,60
498,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-20,Wednesday,3_Wednesday,22
499,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-21,Thursday,4_Thursday,39
500,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-22,Friday,5_Friday,72
501,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-23,Saturday,6_Saturday,176
502,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-25,Monday,1_Monday,29
503,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-26,Tuesday,2_Tuesday,35
504,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-27,Wednesday,3_Wednesday,29
505,100 Wardour Street,Lounge,Restaurant,Dinner,2019-02-28,Thursday,4_Thursday,48
506,100 Wardour Street,Lounge,Restaurant,Dinner,2019-03-01,Friday,5_Friday,86
507,100 Wardour Street,Lounge,Restaurant,Dinner,2019-03-02,Saturday,6_Saturday,218
508,100 Wardour Street,Lounge,Restaurant,Dinner,2019-03-05,Tuesday,2_Tuesday,28
509,100 Wardour Street,Lounge,Restaurant,Dinner,2019-03-06,Wednesday,3_Wednesday,36
510,100 Wardour Street,Lounge,Restaurant,Dinner,2019-03-07,Thursday,4_Thursday,61
745,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-02,Thursday,4_Thursday,12
746,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-03,Friday,5_Friday,25
747,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-04,Saturday,6_Saturday,30
748,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-07,Tuesday,2_Tuesday,25
749,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-08,Wednesday,3_Wednesday,26
750,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-09,Thursday,4_Thursday,35
751,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-10,Friday,5_Friday,59
752,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-11,Saturday,6_Saturday,101
753,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-14,Tuesday,2_Tuesday,53
754,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-15,Wednesday,3_Wednesday,40
755,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-16,Thursday,4_Thursday,79
756,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-17,Friday,5_Friday,96
757,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-18,Saturday,6_Saturday,228
758,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-21,Tuesday,2_Tuesday,38
759,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-22,Wednesday,3_Wednesday,40
760,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-23,Thursday,4_Thursday,57
761,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-24,Friday,5_Friday,107
762,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-25,Saturday,6_Saturday,138
763,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-28,Tuesday,2_Tuesday,61
764,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-29,Wednesday,3_Wednesday,62
765,100 Wardour Street,Lounge,Restaurant,Dinner,2020-01-31,Friday,5_Friday,139
766,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-01,Saturday,6_Saturday,127
767,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-04,Tuesday,2_Tuesday,50
768,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-05,Wednesday,3_Wednesday,95
769,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-06,Thursday,4_Thursday,142
770,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-07,Friday,5_Friday,101
771,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-08,Saturday,6_Saturday,135
772,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-11,Tuesday,2_Tuesday,41
773,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-12,Wednesday,3_Wednesday,63
774,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-13,Thursday,4_Thursday,111
775,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-14,Friday,5_Friday,132
776,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-15,Saturday,6_Saturday,135
777,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-18,Tuesday,2_Tuesday,61
778,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-19,Wednesday,3_Wednesday,92
779,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-20,Thursday,4_Thursday,92
780,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-21,Friday,5_Friday,133
781,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-22,Saturday,6_Saturday,140
782,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-25,Tuesday,2_Tuesday,64
783,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-26,Wednesday,3_Wednesday,103
784,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-27,Thursday,4_Thursday,57
785,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-28,Friday,5_Friday,148
786,100 Wardour Street,Lounge,Restaurant,Dinner,2020-02-29,Saturday,6_Saturday,160
787,100 Wardour Street,Lounge,Restaurant,Dinner,2020-03-03,Tuesday,2_Tuesday,80
788,100 Wardour Street,Lounge,Restaurant,Dinner,2020-03-04,Wednesday,3_Wednesday,42
789,100 Wardour Street,Lounge,Restaurant,Dinner,2020-03-05,Thursday,4_Thursday,81
815,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-01,Friday,5_Friday,38
816,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-02,Saturday,6_Saturday,46
817,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-05,Tuesday,2_Tuesday,13
818,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-06,Wednesday,3_Wednesday,8
819,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-07,Thursday,4_Thursday,10
820,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-08,Friday,5_Friday,9
821,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-09,Saturday,6_Saturday,28
822,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-11,Monday,1_Monday,2
823,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-13,Wednesday,3_Wednesday,13
824,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-14,Thursday,4_Thursday,4
825,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-15,Friday,5_Friday,5
826,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-16,Saturday,6_Saturday,7
827,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-18,Monday,1_Monday,1
828,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-19,Tuesday,2_Tuesday,6
829,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-22,Friday,5_Friday,15
830,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-23,Saturday,6_Saturday,22
831,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-25,Monday,1_Monday,9
832,100 Wardour Street,Lounge,Restaurant,Lunch,2019-02-28,Thursday,4_Thursday,4
833,100 Wardour Street,Lounge,Restaurant,Lunch,2019-03-02,Saturday,6_Saturday,55
834,100 Wardour Street,Lounge,Restaurant,Lunch,2019-03-04,Monday,1_Monday,2
835,100 Wardour Street,Lounge,Restaurant,Lunch,2019-03-05,Tuesday,2_Tuesday,4
836,100 Wardour Street,Lounge,Restaurant,Lunch,2019-03-07,Thursday,4_Thursday,6
1049,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-03,Friday,5_Friday,9
1050,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-04,Saturday,6_Saturday,33
1051,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-07,Tuesday,2_Tuesday,4
1052,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-08,Wednesday,3_Wednesday,3
1053,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-09,Thursday,4_Thursday,40
1054,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-10,Friday,5_Friday,4
1055,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-11,Saturday,6_Saturday,62
1056,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-14,Tuesday,2_Tuesday,22
1057,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-15,Wednesday,3_Wednesday,4
1058,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-16,Thursday,4_Thursday,5
1059,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-17,Friday,5_Friday,4
1060,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-18,Saturday,6_Saturday,65
1061,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-21,Tuesday,2_Tuesday,6
1062,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-22,Wednesday,3_Wednesday,17
1063,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-23,Thursday,4_Thursday,15
1064,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-24,Friday,5_Friday,8
1065,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-25,Saturday,6_Saturday,109
1066,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-28,Tuesday,2_Tuesday,8
1067,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-29,Wednesday,3_Wednesday,7
1068,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-30,Thursday,4_Thursday,24
1069,100 Wardour Street,Lounge,Restaurant,Lunch,2020-01-31,Friday,5_Friday,16
1070,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-01,Saturday,6_Saturday,112
1071,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-04,Tuesday,2_Tuesday,4
1072,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-05,Wednesday,3_Wednesday,6
1073,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-06,Thursday,4_Thursday,3
1074,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-07,Friday,5_Friday,19
1075,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-08,Saturday,6_Saturday,99
1076,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-11,Tuesday,2_Tuesday,4
1077,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-12,Wednesday,3_Wednesday,7
1078,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-14,Friday,5_Friday,4
1079,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-15,Saturday,6_Saturday,101
1080,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-18,Tuesday,2_Tuesday,8
1081,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-19,Wednesday,3_Wednesday,7
1082,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-20,Thursday,4_Thursday,5
1083,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-21,Friday,5_Friday,17
1084,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-22,Saturday,6_Saturday,106
1085,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-26,Wednesday,3_Wednesday,6
1086,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-27,Thursday,4_Thursday,24
1087,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-28,Friday,5_Friday,8
1088,100 Wardour Street,Lounge,Restaurant,Lunch,2020-02-29,Saturday,6_Saturday,140
1089,100 Wardour Street,Lounge,Restaurant,Lunch,2020-03-03,Tuesday,2_Tuesday,8
1090,100 Wardour Street,Lounge,Restaurant,Lunch,2020-03-04,Wednesday,3_Wednesday,5
1091,100 Wardour Street,Lounge,Restaurant,Lunch,2020-03-05,Thursday,4_Thursday,8
1111,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-01,Friday,5_Friday,4
1112,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-02,Saturday,6_Saturday,3
1113,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-04,Monday,1_Monday,5
1114,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-05,Tuesday,2_Tuesday,6
1115,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-06,Wednesday,3_Wednesday,5
1116,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-07,Thursday,4_Thursday,9
1117,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-08,Friday,5_Friday,14
1118,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-09,Saturday,6_Saturday,10
1119,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-11,Monday,1_Monday,6
1120,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-12,Tuesday,2_Tuesday,9
1121,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-13,Wednesday,3_Wednesday,4
1122,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-14,Thursday,4_Thursday,5
1123,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-15,Friday,5_Friday,2
1124,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-16,Saturday,6_Saturday,7
1125,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-19,Tuesday,2_Tuesday,1
1126,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-20,Wednesday,3_Wednesday,1
1127,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-21,Thursday,4_Thursday,11
1128,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-22,Friday,5_Friday,4
1129,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-23,Saturday,6_Saturday,8
1130,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-26,Tuesday,2_Tuesday,6
1131,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-27,Wednesday,3_Wednesday,3
1132,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-02-28,Thursday,4_Thursday,7
1133,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-03-01,Friday,5_Friday,2
1134,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-03-02,Saturday,6_Saturday,2
1135,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-03-05,Tuesday,2_Tuesday,5
1136,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-03-06,Wednesday,3_Wednesday,4
1137,100 Wardour Street,Lounge Bar,Bar,Dinner,2019-03-07,Thursday,4_Thursday,5
1297,100 Wardour Street,Lounge Bar,Bar,Dinner,2020-01-02,Thursday,4_Thursday,1
1298,100 Wardour Street,Lounge Bar,Bar,Dinner,2020-01-03,Friday,5_Friday,64
